"Gender","Age","Driving_License","Region_Code","Previously_Insured","Vehicle_Age","Vehicle_Damage","Annual_Premium","Policy_Sales_Channel","Vintage","Response"
"Female",-5.7637,"1","50","0","1-2 Year","Yes","medium","8",40,"0"
"Female",10.2363,"1","28","0","1-2 Year","Yes","medium","60",283,"0"
"Female",-17.7637,"1","46","1","< 1 Year","No","medium","160",224,"0"
"Female",4.2363,"1","46","1","1-2 Year","No","low","124",285,"0"
"Male",-2.7637,"1","28","1","1-2 Year","No","high","124",121,"0"
"Female",-17.7637,"1","13","1","< 1 Year","No","low","160",179,"0"
"Female",-17.7637,"1","50","0","< 1 Year","Yes","high","152",224,"0"
"Female",-13.7637,"1","29","1","< 1 Year","No","high","152",94,"0"
"Female",3.2363,"1","28","1","1-2 Year","No","medium","122",215,"0"
"Male",-14.7637,"1","30","1","< 1 Year","No","medium","152",296,"0"
"Female",-17.7637,"1","8","1","< 1 Year","No","medium","152",272,"0"
"Female",-16.7637,"1","11","1","< 1 Year","No","medium","152",129,"0"
"Female",13.2363,"1","28","0","1-2 Year","Yes","high","26",233,"0"
"Male",17.2363,"1","28","0","1-2 Year","Yes","high","26",248,"0"
"Female",-10.7637,"1","16","1","< 1 Year","No","low","152",159,"0"
"Male",2.2363,"1","41","1","1-2 Year","No","low","26",275,"0"
"Male",1.2363,"1","48","0","1-2 Year","Yes","low","26",140,"0"
"Female",2.2363,"1","38","1","1-2 Year","Yes","high","26",290,"0"
"Male",22.2363,"1","28","1","1-2 Year","No","low","124",136,"0"
"Female",-15.7637,"1","8","1","< 1 Year","No","high","152",236,"0"
"Female",-14.7637,"1","29","1","< 1 Year","No","medium","152",18,"0"
"Male",-7.7637,"1","28","1","< 1 Year","No","high","152",117,"0"
"Male",3.2363,"1","41","1","1-2 Year","No","high","26",141,"0"
"Female",5.2363,"1","20","0","1-2 Year","Yes","low","26",79,"1"
"Female",-12.7637,"1","8","1","< 1 Year","No","medium","152",42,"0"
"Male",-11.7637,"1","32","1","< 1 Year","No","medium","26",123,"0"
"Female",-10.7637,"1","30","1","1-2 Year","No","medium","163",205,"0"
"Male",6.2363,"1","28","0","1-2 Year","No","medium","26",132,"0"
"Female",37.2363,"1","31","0","1-2 Year","Yes","low","124",66,"0"
"Male",1.2363,"1","11","0","1-2 Year","Yes","medium","154",200,"1"
"Female",-1.7637,"1","38","1","1-2 Year","Yes","low","157",176,"0"
"Female",6.2363,"1","27","0","1-2 Year","Yes","medium","124",121,"0"
"Male",-16.7637,"1","50","1","< 1 Year","No","medium","152",120,"0"
"Female",-16.7637,"1","4","1","< 1 Year","No","high","152",26,"0"
"Male",-13.7637,"1","11","1","< 1 Year","No","high","152",62,"0"
"Female",-15.7637,"1","10","1","< 1 Year","No","low","152",190,"0"
"Male",21.2363,"1","3","0","1-2 Year","Yes","low","154",40,"0"
"Female",-16.7637,"1","25","1","< 1 Year","No","high","152",167,"0"
"Male",-10.7637,"1","15","1","< 1 Year","No","low","160",85,"0"
"Female",-12.7637,"1","28","0","< 1 Year","Yes","medium","152",265,"0"
"Male",19.2363,"1","18","0","1-2 Year","Yes","medium","122",206,"0"
"Female",-0.7637,"1","41","0","1-2 Year","Yes","medium","131",221,"0"
"Female",36.2363,"1","36","0","1-2 Year","Yes","low","26",184,"1"
"Male",33.2363,"1","33","1","1-2 Year","No","medium","124",203,"0"
"Female",-14.7637,"1","37","1","< 1 Year","No","medium","152",283,"0"
"Male",-7.7637,"1","28","1","< 1 Year","No","high","151",37,"0"
"Male",5.2363,"1","28","1","1-2 Year","No","high","124",143,"0"
"Male",8.2363,"1","8","1","1-2 Year","No","medium","26",199,"0"
"Female",10.2363,"1","20","1","1-2 Year","No","low","26",61,"0"
"Male",-14.7637,"1","8","1","< 1 Year","No","high","152",107,"0"
"Male",24.2363,"1","0","0","1-2 Year","Yes","low","124",278,"0"
"Female",-15.7637,"1","45","1","< 1 Year","No","low","152",113,"0"
"Female",-14.7637,"1","37","1","< 1 Year","No","high","152",190,"0"
"Female",17.2363,"1","28","0","1-2 Year","Yes","high","124",73,"0"
"Female",-15.7637,"1","13","0","< 1 Year","No","medium","152",284,"0"
"Female",14.2363,"1","50","1","1-2 Year","No","high","8",289,"0"
"Female",1.2363,"1","41","0","1-2 Year","Yes","medium","26",253,"0"
"Male",3.2363,"1","28","0","1-2 Year","Yes","high","124",67,"0"
"Female",14.2363,"1","28","0","1-2 Year","Yes","high","26",78,"0"
"Male",32.2363,"1","26","0","1-2 Year","Yes","high","124",230,"0"
"Female",24.2363,"1","46","0","1-2 Year","Yes","low","124",79,"0"
"Male",7.2363,"1","41","0","1-2 Year","Yes","medium","26",46,"1"
"Male",-13.7637,"1","11","1","< 1 Year","No","medium","152",63,"0"
"Male",9.2363,"1","28","0","1-2 Year","Yes","medium","26",61,"0"
"Male",-12.7637,"1","19","1","< 1 Year","No","medium","152",127,"0"
"Male",20.2363,"1","36","0","1-2 Year","Yes","low","26",189,"0"
"Female",-14.7637,"1","3","1","< 1 Year","No","low","152",215,"0"
"Male",-11.7637,"1","29","1","< 1 Year","No","medium","152",184,"0"
"Male",-14.7637,"1","35","1","< 1 Year","No","low","152",290,"0"
"Female",-18.7637,"1","50","0","< 1 Year","Yes","medium","160",21,"0"
"Female",0.2363,"1","30","1","1-2 Year","No","medium","152",87,"0"
"Female",-7.7637,"1","28","0","< 1 Year","Yes","high","124",170,"0"
"Male",36.2363,"0","22","1","1-2 Year","Yes","low","26",145,"0"
"Male",-5.7637,"1","30","0","1-2 Year","Yes","medium","124",21,"0"
"Male",-9.7637,"1","29","1","< 1 Year","No","medium","152",229,"0"
"Male",-18.7637,"1","21","0","< 1 Year","Yes","low","160",205,"0"
"Male",0.2363,"1","39","0","1-2 Year","Yes","high","124",80,"0"
"Male",-14.7637,"1","8","0","< 1 Year","No","medium","152",287,"0"
"Male",5.2363,"1","46","0","> 2 Years","Yes","medium","11",109,"0"
"Male",26.2363,"1","28","0","1-2 Year","Yes","high","26",146,"1"
"Male",3.2363,"1","43","0","> 2 Years","Yes","high","124",258,"0"
"Female",-0.7637,"1","28","0","1-2 Year","Yes","medium","155",291,"0"
"Male",-14.7637,"1","8","1","< 1 Year","No","high","152",102,"0"
"Female",-12.7637,"1","45","1","< 1 Year","No","medium","26",80,"0"
"Female",-14.7637,"1","6","1","< 1 Year","No","low","151",250,"0"
"Female",-17.7637,"1","33","1","< 1 Year","No","medium","152",161,"0"
"Female",19.2363,"1","28","0","1-2 Year","Yes","medium","124",103,"0"
"Female",-15.7637,"1","30","1","< 1 Year","No","low","152",207,"0"
"Female",-14.7637,"1","6","1","< 1 Year","No","low","152",293,"0"
"Male",4.2363,"1","28","0","1-2 Year","Yes","medium","124",141,"0"
"Female",27.2363,"1","28","0","1-2 Year","Yes","high","13",207,"1"
"Male",38.2363,"1","28","0","> 2 Years","Yes","low","26",167,"1"
"Male",13.2363,"1","28","0","> 2 Years","Yes","high","26",240,"1"
"Female",3.2363,"1","8","0","1-2 Year","Yes","medium","154",60,"0"
"Male",-15.7637,"1","28","0","1-2 Year","Yes","medium","156",287,"0"
"Male",0.2363,"1","8","0","1-2 Year","Yes","high","31",119,"0"
"Male",4.2363,"1","8","0","1-2 Year","Yes","medium","26",90,"0"
"Female",4.2363,"1","28","0","1-2 Year","Yes","medium","124",95,"0"
"Female",20.2363,"1","30","0","1-2 Year","No","medium","26",248,"0"
"Male",21.2363,"1","33","0","1-2 Year","Yes","low","138",228,"0"
"Male",0.2363,"1","41","1","1-2 Year","No","low","124",193,"0"
"Male",9.2363,"1","2","0","1-2 Year","No","low","154",182,"0"
"Male",14.2363,"1","28","1","1-2 Year","No","high","125",30,"0"
"Female",16.2363,"1","10","1","1-2 Year","No","medium","30",26,"0"
"Male",4.2363,"1","28","0","1-2 Year","Yes","high","124",15,"0"
"Male",30.2363,"1","3","1","1-2 Year","No","high","124",126,"0"
"Male",28.2363,"1","8","1","1-2 Year","No","high","26",202,"0"
"Female",-11.7637,"1","41","1","< 1 Year","No","low","152",135,"0"
"Male",3.2363,"1","28","0","1-2 Year","No","medium","124",160,"0"
"Female",-18.7637,"1","26","1","< 1 Year","No","medium","160",139,"0"
"Female",37.2363,"1","2","0","1-2 Year","Yes","medium","124",22,"1"
"Male",-6.7637,"1","8","1","< 1 Year","No","low","160",32,"0"
"Female",-1.7637,"1","28","0","1-2 Year","Yes","high","122",292,"0"
"Male",10.2363,"1","30","0","1-2 Year","Yes","low","26",33,"0"
"Male",-13.7637,"1","37","0","< 1 Year","Yes","low","152",180,"1"
"Female",5.2363,"1","28","1","1-2 Year","Yes","high","13",196,"0"
"Male",8.2363,"1","28","0","1-2 Year","Yes","medium","52",176,"0"
"Male",-14.7637,"1","26","1","< 1 Year","No","medium","152",57,"0"
"Male",-16.7637,"1","10","1","< 1 Year","No","medium","152",110,"0"
"Female",-17.7637,"1","45","0","< 1 Year","No","medium","152",131,"0"
"Male",-12.7637,"1","23","1","< 1 Year","No","high","152",170,"0"
"Female",-6.7637,"1","28","0","1-2 Year","Yes","high","26",13,"0"
"Male",-14.7637,"1","41","1","< 1 Year","No","medium","152",139,"0"
"Male",5.2363,"1","28","0","> 2 Years","Yes","high","26",106,"0"
"Female",-3.7637,"1","28","1","1-2 Year","No","high","152",23,"0"
"Male",-1.7637,"1","28","1","1-2 Year","No","high","44",28,"0"
"Female",-13.7637,"1","45","1","< 1 Year","No","medium","152",255,"0"
"Male",-16.7637,"1","40","0","< 1 Year","Yes","medium","152",37,"0"
"Female",-16.7637,"1","36","1","< 1 Year","No","high","152",95,"0"
"Male",2.2363,"1","28","0","1-2 Year","Yes","medium","26",230,"0"
"Male",0.2363,"1","37","0","1-2 Year","Yes","medium","163",243,"1"
"Female",29.2363,"1","29","0","1-2 Year","Yes","high","124",105,"0"
"Female",-15.7637,"1","13","0","< 1 Year","Yes","medium","152",94,"1"
"Male",-15.7637,"1","41","1","< 1 Year","No","medium","160",150,"0"
"Female",-12.7637,"1","33","1","< 1 Year","No","medium","152",99,"0"
"Female",21.2363,"1","50","1","1-2 Year","Yes","low","26",298,"0"
"Female",10.2363,"1","48","0","1-2 Year","Yes","low","15",224,"0"
"Female",-17.7637,"1","7","1","< 1 Year","No","high","160",47,"0"
"Male",0.2363,"1","28","0","1-2 Year","Yes","medium","124",83,"1"
"Male",-10.7637,"1","39","1","< 1 Year","No","high","152",199,"0"
"Male",11.2363,"1","29","0","1-2 Year","Yes","high","124",162,"1"
"Female",-15.7637,"1","21","1","< 1 Year","No","medium","152",247,"0"
"Female",-14.7637,"1","8","1","< 1 Year","No","high","152",63,"0"
"Female",4.2363,"1","28","0","1-2 Year","Yes","high","124",188,"0"
"Female",8.2363,"1","41","0","1-2 Year","Yes","low","157",220,"1"
"Male",-11.7637,"1","30","1","< 1 Year","No","medium","152",227,"0"
"Male",12.2363,"1","28","1","1-2 Year","No","high","124",295,"0"
"Male",-9.7637,"1","29","0","1-2 Year","Yes","high","124",151,"1"
"Male",13.2363,"1","20","0","1-2 Year","Yes","low","124",234,"0"
"Male",25.2363,"1","28","1","1-2 Year","No","high","124",210,"0"
"Male",11.2363,"1","50","1","1-2 Year","Yes","low","30",92,"0"
"Male",29.2363,"1","46","1","1-2 Year","No","low","11",17,"0"
"Female",-15.7637,"1","25","1","< 1 Year","No","medium","152",99,"0"
"Male",6.2363,"1","8","0","1-2 Year","Yes","high","124",280,"1"
"Female",-10.7637,"1","32","1","< 1 Year","No","medium","152",54,"0"
"Female",31.2363,"1","8","1","1-2 Year","No","high","25",178,"0"
"Male",22.2363,"1","2","1","1-2 Year","No","medium","130",109,"0"
"Male",5.2363,"1","30","0","1-2 Year","No","low","124",160,"0"
"Female",-17.7637,"1","8","0","< 1 Year","Yes","low","160",96,"1"
"Female",-14.7637,"1","28","0","< 1 Year","Yes","high","163",117,"0"
"Male",1.2363,"1","20","0","1-2 Year","Yes","low","124",20,"0"
"Female",-12.7637,"1","41","1","< 1 Year","No","medium","152",31,"0"
"Male",24.2363,"1","28","0","1-2 Year","Yes","medium","122",163,"0"
"Female",29.2363,"1","46","1","1-2 Year","Yes","low","124",38,"0"
"Male",-15.7637,"1","32","1","< 1 Year","No","medium","152",62,"0"
"Male",1.2363,"1","29","0","1-2 Year","No","medium","135",106,"0"
"Female",14.2363,"1","29","0","> 2 Years","Yes","high","124",111,"0"
"Female",-3.7637,"1","28","1","1-2 Year","No","medium","152",244,"0"
"Female",-14.7637,"1","25","1","< 1 Year","No","low","152",98,"0"
"Female",-14.7637,"1","33","1","< 1 Year","No","medium","152",40,"0"
"Male",0.2363,"1","28","0","1-2 Year","Yes","high","26",205,"0"
"Male",12.2363,"1","13","1","1-2 Year","No","medium","40",144,"0"
"Male",-15.7637,"1","28","0","1-2 Year","Yes","medium","124",36,"0"
"Male",-12.7637,"1","8","1","< 1 Year","No","medium","152",164,"0"
"Female",21.2363,"1","28","0","1-2 Year","Yes","high","26",160,"1"
"Male",27.2363,"1","8","0","1-2 Year","Yes","medium","26",236,"0"
"Female",-15.7637,"1","25","1","< 1 Year","No","low","151",262,"0"
"Female",30.2363,"1","17","1","1-2 Year","No","low","124",219,"0"
"Male",23.2363,"1","27","0","> 2 Years","Yes","low","26",114,"0"
"Male",10.2363,"1","8","0","1-2 Year","Yes","medium","122",157,"1"
"Male",-15.7637,"1","39","0","< 1 Year","Yes","low","152",220,"0"
"Male",8.2363,"1","28","0","> 2 Years","Yes","medium","26",64,"0"
"Male",-4.7637,"1","0","1","1-2 Year","No","low","52",76,"0"
"Female",33.2363,"1","28","0","> 2 Years","Yes","high","156",98,"0"
"Female",-12.7637,"1","11","1","< 1 Year","No","medium","152",260,"0"
"Male",22.2363,"1","50","0","1-2 Year","Yes","high","124",106,"0"
"Male",-13.7637,"1","10","1","< 1 Year","No","high","152",239,"0"
"Female",0.2363,"1","8","0","1-2 Year","No","medium","154",247,"1"
"Male",-10.7637,"1","36","0","< 1 Year","No","medium","152",61,"0"
"Male",-17.7637,"1","47","0","< 1 Year","Yes","medium","159",77,"1"
"Male",34.2363,"1","41","0","> 2 Years","Yes","medium","26",53,"0"
"Male",-14.7637,"1","29","1","< 1 Year","No","medium","152",293,"0"
"Male",2.2363,"1","28","0","1-2 Year","Yes","low","163",249,"0"
"Female",-13.7637,"1","28","1","< 1 Year","No","high","152",254,"0"
"Female",-9.7637,"1","8","0","< 1 Year","Yes","high","152",94,"0"
"Female",-15.7637,"1","28","0","< 1 Year","Yes","high","152",114,"0"
"Male",19.2363,"1","28","1","1-2 Year","No","medium","26",156,"0"
"Male",-3.7637,"1","28","1","1-2 Year","No","high","124",238,"0"
"Male",17.2363,"1","46","1","1-2 Year","No","low","11",122,"0"
"Male",13.2363,"1","3","1","1-2 Year","No","medium","26",161,"0"
"Female",-13.7637,"1","14","1","< 1 Year","No","medium","152",76,"0"
"Male",-10.7637,"1","3","1","< 1 Year","No","low","152",126,"0"
"Female",-16.7637,"1","8","0","< 1 Year","Yes","medium","152",253,"0"
"Male",3.2363,"1","28","0","1-2 Year","Yes","high","26",20,"0"
"Female",-17.7637,"1","6","0","< 1 Year","No","low","160",218,"0"
"Male",-14.7637,"1","28","0","< 1 Year","Yes","medium","152",237,"0"
"Male",16.2363,"1","38","1","1-2 Year","No","low","26",46,"0"
"Male",12.2363,"1","28","0","1-2 Year","Yes","high","124",42,"0"
"Male",-15.7637,"1","2","0","< 1 Year","Yes","medium","151",137,"0"
"Male",-13.7637,"1","13","0","< 1 Year","Yes","low","152",16,"0"
"Female",-14.7637,"1","14","1","< 1 Year","No","medium","152",30,"0"
"Female",16.2363,"1","28","0","1-2 Year","Yes","medium","37",233,"0"
"Female",-11.7637,"1","46","1","< 1 Year","No","low","160",246,"0"
"Female",40.2363,"1","28","0","1-2 Year","Yes","high","124",37,"0"
"Male",-15.7637,"1","30","1","< 1 Year","No","medium","152",154,"0"
"Male",14.2363,"1","29","1","1-2 Year","No","medium","26",227,"0"
"Female",-11.7637,"1","46","0","< 1 Year","Yes","high","152",217,"0"
"Male",35.2363,"1","28","0","1-2 Year","Yes","high","122",214,"0"
"Female",-18.7637,"1","44","1","< 1 Year","No","low","160",25,"0"
"Female",15.2363,"1","28","0","> 2 Years","Yes","high","122",280,"0"
"Female",-1.7637,"1","5","0","1-2 Year","No","medium","152",191,"0"
"Female",-13.7637,"1","45","1","< 1 Year","No","medium","152",288,"0"
"Male",6.2363,"1","28","0","1-2 Year","No","medium","124",112,"0"
"Male",-12.7637,"1","41","1","< 1 Year","No","high","152",82,"0"
"Female",15.2363,"1","0","0","1-2 Year","Yes","low","122",34,"0"
"Female",-4.7637,"1","28","0","1-2 Year","Yes","medium","124",289,"0"
"Male",-10.7637,"1","20","0","< 1 Year","No","low","1",58,"0"
"Male",15.2363,"1","5","1","1-2 Year","No","low","26",221,"0"
"Male",-12.7637,"1","28","1","< 1 Year","No","high","152",69,"0"
"Female",6.2363,"1","48","0","1-2 Year","Yes","low","26",172,"1"
"Female",3.2363,"1","0","0","1-2 Year","Yes","low","26",46,"0"
"Male",18.2363,"1","33","0","1-2 Year","No","medium","124",263,"0"
"Male",-16.7637,"1","37","0","< 1 Year","Yes","medium","152",82,"0"
"Male",-17.7637,"1","50","1","< 1 Year","No","high","160",68,"0"
"Male",14.2363,"1","40","0","1-2 Year","Yes","medium","26",257,"0"
"Female",-12.7637,"1","6","1","< 1 Year","No","medium","152",251,"0"
"Female",4.2363,"1","8","1","1-2 Year","No","medium","124",79,"0"
"Female",-14.7637,"1","32","0","< 1 Year","Yes","medium","160",236,"0"
"Female",-11.7637,"1","36","1","< 1 Year","No","high","152",228,"0"
"Female",6.2363,"1","48","1","1-2 Year","No","low","124",53,"0"
"Female",-15.7637,"1","13","0","< 1 Year","Yes","low","152",172,"0"
"Male",-6.7637,"1","28","1","< 1 Year","No","high","152",289,"0"
"Male",2.2363,"1","3","0","1-2 Year","Yes","low","124",249,"0"
"Female",23.2363,"1","33","0","1-2 Year","Yes","medium","124",212,"0"
"Male",24.2363,"1","1","0","1-2 Year","Yes","low","124",290,"0"
"Male",-15.7637,"1","50","1","< 1 Year","No","medium","152",181,"0"
"Female",-13.7637,"1","3","1","< 1 Year","No","low","160",232,"0"
"Male",9.2363,"1","28","1","1-2 Year","No","high","124",88,"0"
"Female",-12.7637,"1","8","1","< 1 Year","No","high","152",224,"0"
"Female",4.2363,"1","28","0","1-2 Year","Yes","high","25",29,"0"
"Male",-0.7637,"1","28","0","1-2 Year","Yes","high","124",180,"0"
"Male",-11.7637,"1","50","1","< 1 Year","No","medium","152",115,"0"
"Male",-13.7637,"1","28","1","< 1 Year","No","medium","152",44,"0"
"Male",-16.7637,"1","47","0","< 1 Year","Yes","high","152",142,"0"
"Female",-11.7637,"1","24","1","< 1 Year","No","low","152",28,"0"
"Female",-13.7637,"1","15","0","< 1 Year","Yes","medium","152",184,"0"
"Female",-14.7637,"1","2","0","< 1 Year","Yes","medium","124",26,"0"
"Male",-3.7637,"1","28","0","1-2 Year","Yes","medium","152",48,"0"
"Male",-12.7637,"1","8","1","< 1 Year","No","high","152",219,"0"
"Female",-15.7637,"1","32","0","< 1 Year","Yes","low","160",220,"0"
"Male",-16.7637,"1","8","1","< 1 Year","No","medium","152",147,"0"
"Female",-10.7637,"1","41","0","1-2 Year","Yes","low","156",202,"0"
"Male",-13.7637,"1","37","1","< 1 Year","No","medium","152",296,"0"
"Male",-16.7637,"1","13","0","< 1 Year","Yes","medium","152",168,"0"
"Male",35.2363,"1","3","1","1-2 Year","No","medium","124",113,"0"
"Male",-16.7637,"1","17","1","< 1 Year","No","low","160",29,"0"
"Male",-13.7637,"1","34","1","< 1 Year","No","medium","152",150,"0"
"Female",-12.7637,"1","16","1","< 1 Year","No","medium","152",74,"0"
"Male",-15.7637,"1","11","0","< 1 Year","Yes","medium","152",295,"0"
"Male",23.2363,"1","28","0","> 2 Years","Yes","high","3",247,"0"
"Male",-4.7637,"1","40","0","1-2 Year","Yes","medium","124",289,"0"
"Female",-12.7637,"1","28","1","< 1 Year","No","medium","152",275,"0"
"Female",28.2363,"1","28","0","> 2 Years","Yes","high","25",290,"1"
"Male",15.2363,"1","28","1","1-2 Year","Yes","medium","26",85,"0"
"Male",-15.7637,"1","19","1","< 1 Year","Yes","medium","152",214,"0"
"Male",-15.7637,"1","46","0","< 1 Year","No","low","152",67,"0"
"Female",-15.7637,"1","41","1","< 1 Year","No","medium","152",236,"0"
"Male",10.2363,"1","28","0","1-2 Year","Yes","high","124",19,"0"
"Male",16.2363,"1","46","0","1-2 Year","Yes","low","21",194,"0"
"Female",-15.7637,"1","37","0","< 1 Year","No","low","26",220,"0"
"Male",-14.7637,"1","2","1","< 1 Year","No","medium","152",123,"0"
"Female",-10.7637,"1","28","0","< 1 Year","Yes","high","154",115,"0"
"Male",-2.7637,"1","46","0","1-2 Year","Yes","medium","124",129,"0"
"Male",-14.7637,"1","29","1","< 1 Year","No","medium","152",26,"0"
"Female",6.2363,"1","29","0","1-2 Year","Yes","low","124",284,"1"
"Female",-15.7637,"1","28","0","1-2 Year","Yes","high","124",297,"0"
"Female",-15.7637,"1","28","0","< 1 Year","Yes","low","26",266,"0"
"Male",-13.7637,"1","36","0","< 1 Year","No","medium","152",124,"0"
"Female",24.2363,"1","28","0","1-2 Year","Yes","high","59",130,"0"
"Female",-9.7637,"1","32","0","< 1 Year","No","medium","26",231,"0"
"Male",-0.7637,"1","28","0","1-2 Year","Yes","high","26",206,"1"
"Female",-5.7637,"1","28","0","< 1 Year","Yes","high","26",104,"0"
"Female",-18.7637,"1","12","1","< 1 Year","No","low","160",152,"0"
"Female",-13.7637,"1","23","1","< 1 Year","No","low","152",20,"0"
"Male",-16.7637,"1","29","1","< 1 Year","No","medium","152",144,"0"
"Male",-16.7637,"1","8","0","< 1 Year","Yes","medium","152",178,"0"
"Male",-15.7637,"1","12","1","< 1 Year","No","medium","151",172,"0"
"Female",3.2363,"1","35","0","1-2 Year","Yes","medium","124",71,"0"
"Male",31.2363,"1","29","0","1-2 Year","No","low","26",81,"0"
"Female",9.2363,"1","29","1","1-2 Year","No","medium","163",23,"0"
"Male",-15.7637,"1","6","0","< 1 Year","Yes","medium","152",139,"0"
"Male",-7.7637,"1","46","0","1-2 Year","Yes","medium","26",121,"0"
"Female",-15.7637,"1","46","1","< 1 Year","No","medium","152",18,"0"
"Female",21.2363,"1","3","0","1-2 Year","Yes","low","124",39,"0"
"Female",-17.7637,"1","32","0","< 1 Year","Yes","medium","152",195,"0"
"Male",1.2363,"1","50","0","1-2 Year","No","medium","152",50,"0"
"Female",-18.7637,"1","29","1","< 1 Year","No","medium","160",20,"0"
"Male",-13.7637,"1","8","1","< 1 Year","No","medium","152",218,"0"
"Male",-7.7637,"1","9","1","< 1 Year","No","low","160",230,"0"
"Male",1.2363,"1","28","0","1-2 Year","Yes","medium","37",193,"0"
"Female",-15.7637,"1","10","1","< 1 Year","No","low","152",16,"0"
"Female",25.2363,"1","32","0","1-2 Year","Yes","medium","124",32,"0"
"Male",25.2363,"1","35","0","1-2 Year","Yes","high","124",18,"0"
"Female",-15.7637,"1","50","1","< 1 Year","No","medium","152",151,"0"
"Male",7.2363,"1","8","0","1-2 Year","Yes","medium","26",215,"0"
"Female",6.2363,"1","28","0","1-2 Year","Yes","low","122",17,"1"
"Male",9.2363,"1","28","0","1-2 Year","Yes","medium","124",39,"0"
"Male",-12.7637,"1","30","1","< 1 Year","No","medium","152",189,"0"
"Female",-15.7637,"1","29","1","< 1 Year","No","medium","152",253,"0"
"Male",34.2363,"1","41","1","1-2 Year","No","medium","109",261,"0"
"Female",-13.7637,"1","15","0","< 1 Year","Yes","medium","152",265,"0"
"Female",-8.7637,"1","28","1","1-2 Year","No","medium","26",28,"0"
"Male",23.2363,"1","3","0","1-2 Year","Yes","medium","26",126,"0"
"Female",41.2363,"1","28","0","1-2 Year","Yes","medium","26",16,"0"
"Male",-12.7637,"1","41","1","< 1 Year","No","medium","152",84,"0"
"Female",7.2363,"1","9","0","1-2 Year","Yes","low","156",185,"0"
"Male",15.2363,"1","8","0","1-2 Year","Yes","medium","124",258,"1"
"Male",-15.7637,"1","8","1","< 1 Year","No","medium","152",94,"0"
"Male",-18.7637,"1","29","0","< 1 Year","Yes","low","160",236,"0"
"Female",-7.7637,"1","46","0","< 1 Year","Yes","medium","152",288,"0"
"Female",20.2363,"1","28","0","1-2 Year","Yes","medium","124",277,"0"
"Female",-17.7637,"1","13","1","< 1 Year","No","low","152",33,"0"
"Female",-15.7637,"1","37","0","< 1 Year","Yes","low","156",145,"0"
"Male",-0.7637,"1","8","0","> 2 Years","Yes","high","31",173,"0"
"Male",-13.7637,"1","8","0","< 1 Year","Yes","high","152",255,"0"
"Female",-6.7637,"1","28","0","< 1 Year","Yes","high","124",188,"1"
"Female",1.2363,"1","28","0","1-2 Year","Yes","high","26",130,"1"
"Male",-15.7637,"1","49","0","< 1 Year","Yes","medium","151",231,"0"
"Male",-12.7637,"1","28","0","< 1 Year","No","high","152",224,"0"
"Male",36.2363,"1","28","0","1-2 Year","Yes","medium","26",70,"0"
"Female",7.2363,"1","8","0","1-2 Year","Yes","high","124",110,"0"
"Female",-3.7637,"1","28","1","1-2 Year","Yes","low","26",127,"0"
"Female",-10.7637,"1","47","1","< 1 Year","No","medium","152",284,"0"
"Female",-11.7637,"1","15","1","< 1 Year","No","medium","152",29,"0"
"Male",0.2363,"1","29","0","1-2 Year","Yes","medium","26",99,"1"
"Male",-17.7637,"1","7","1","< 1 Year","Yes","high","160",203,"0"
"Male",-16.7637,"1","28","0","< 1 Year","Yes","high","152",198,"0"
"Female",2.2363,"1","28","0","1-2 Year","Yes","low","122",155,"1"
"Male",15.2363,"1","52","0","1-2 Year","Yes","high","124",198,"0"
"Male",-16.7637,"1","50","0","< 1 Year","Yes","medium","152",142,"0"
"Female",-17.7637,"1","2","1","< 1 Year","No","medium","152",138,"0"
"Female",9.2363,"1","8","0","1-2 Year","Yes","medium","19",257,"0"
"Male",-18.7637,"1","23","0","1-2 Year","Yes","low","156",29,"0"
"Male",7.2363,"1","11","0","1-2 Year","Yes","medium","156",31,"0"
"Female",35.2363,"1","47","0","> 2 Years","Yes","medium","16",130,"1"
"Male",4.2363,"1","28","0","1-2 Year","No","high","26",116,"0"
"Male",26.2363,"1","41","1","1-2 Year","No","high","154",294,"0"
"Male",-17.7637,"1","8","0","< 1 Year","Yes","medium","160",49,"0"
"Male",7.2363,"1","48","0","1-2 Year","Yes","low","124",91,"0"
"Female",-15.7637,"1","15","0","< 1 Year","No","medium","152",11,"0"
"Male",26.2363,"1","28","0","1-2 Year","Yes","medium","26",98,"0"
"Male",-11.7637,"1","28","1","< 1 Year","No","high","147",279,"0"
"Male",-17.7637,"1","8","1","< 1 Year","No","high","152",98,"0"
"Male",13.2363,"1","8","0","1-2 Year","Yes","medium","26",54,"0"
"Male",-1.7637,"1","19","1","1-2 Year","No","low","124",156,"0"
"Female",-9.7637,"1","28","0","< 1 Year","Yes","medium","152",62,"0"
"Female",-11.7637,"1","29","1","< 1 Year","No","high","152",105,"0"
"Female",-17.7637,"1","8","1","< 1 Year","No","high","160",97,"0"
"Female",4.2363,"1","29","0","1-2 Year","Yes","medium","124",185,"1"
"Female",-11.7637,"1","3","1","< 1 Year","No","low","152",65,"0"
"Male",-15.7637,"1","33","1","< 1 Year","No","medium","152",92,"0"
"Male",19.2363,"1","17","1","1-2 Year","No","low","124",235,"0"
"Male",18.2363,"1","48","1","1-2 Year","No","low","15",197,"0"
"Female",-15.7637,"1","47","0","< 1 Year","Yes","medium","26",208,"0"
"Male",4.2363,"1","46","0","1-2 Year","Yes","low","124",218,"0"
"Female",-13.7637,"1","6","1","< 1 Year","No","medium","151",126,"0"
